date,username,tweet,language,hashtags,cashtags,nlikes,nreplies,nretweets
2022-04-24 06:19:58,Lilith_NFTS,@BayNft123 ⚠️Walrus T(Tired) 75. Only .05 #eth polygon 🦭  My granddaughter maked this collection to buy a better pc and draw better. Give her your support to her dream.❤️🚀 TYSM🍀Let’s make a united #NFTCommunity follow back fam.  #NFT #NFTs #NFTCollection #nftart    https://t.co/3JqtDJuAyQ,en,"['eth', 'nftcommunity', 'nft', 'nfts', 'nftcollection', 'nftart']",[],0,0,0
2022-04-24 06:19:55,CryPtoFun_2022,bullish on visionary minds and chilled altru whales✌🏻🐳💥 #NFTs #NFTdrop #OpenSeaNFT #NFTlaunch #Moonbirds #NFT #nftcollector #NFTCollection #nftart #NFTProject #NFTCommmunity #FTartist #web3community #passion #art,en,"['nfts', 'nftdrop', 'openseanft', 'nftlaunch', 'moonbirds', 'nft', 'nftcollector', 'nftcollection', 'nftart', 'nftproject', 'nftcommmunity', 'ftartist', 'web3community', 'passion', 'art']",[],0,0,0
2022-04-24 06:19:49,TheCannaManNFT,✨✨Check out this amazing artist!!✨✨ 💰💸🚀🤯   #NFTdrop #NFT #NFTs #NFTCommunity #NFTArt #NFTArtist #ETH #NFTNews #CryptoNews #Polygon #PolygonNFT,en,"['nftdrop', 'nft', 'nfts', 'nftcommunity', 'nftart', 'nftartist', 'eth', 'nftnews', 'cryptonews', 'polygon', 'polygonnft']",[],0,0,0
2022-04-24 06:19:48,PokerChips99,Baby Minis Comfort Food 🍩  Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/2hnzJSrKhw,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],0,0,0
2022-04-24 06:19:44,Zack84241954,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/LWTg4J5i2e  #NFTs #NFTCollector #nftcommunity  https://t.co/rY8oWGkVyy",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],1,0,0
2022-04-24 06:19:32,nftp0sts,"Taroverse IDO on April 22. Taroverse is the first cross chain and… | by Babylons | Apr, 2022 | Medium #NFT #NFTs  https://t.co/MvOky0rMWU",en,"['nft', 'nfts']",[],1,0,0
2022-04-24 06:19:32,TykeGo,#nfts #nft #openseanfts #NFTCommmunity #nftart #cerealclub #tykego  TykeGo Cereal  https://t.co/pQCcCHSvT8,pl,"['nfts', 'nft', 'openseanfts', 'nftcommmunity', 'nftart', 'cerealclub', 'tykego']",[],0,0,0
2022-04-24 06:19:32,AlphadogsRun,"📥ALPHA DROPS AMA Weekly on Twitch  https://t.co/Luzo30M0ID  🐶Jim, Matt, &amp; Botlady this week reveal the British Greyhound Heads  &amp; How to get these Beautiful Silver Jacket #NFTs  @devhouseagency @Botlady4  #Crypto #P2E #NFT #RACING #GAME #Greyhounds #ETH   https://t.co/u7AR0MWxlA",en,"['nfts', 'crypto', 'p2e', 'nft', 'racing', 'game', 'greyhounds', 'eth']",[],0,1,0
2022-04-24 06:19:30,AlertsDaystock,Smart Monkey Club  https://t.co/HfZrUy3sLe #SmartMonkeyClub #Airnfts #NFTArtist #NFT #NFTcommunity  #NFTs #BSC #NFTCollection #NFTdrop #NFTbuyers #nftcollector @airnfts  https://t.co/1MNrQcWxG8,en,"['smartmonkeyclub', 'airnfts', 'nftartist', 'nft', 'nftcommunity', 'nfts', 'bsc', 'nftcollection', 'nftdrop', 'nftbuyers', 'nftcollector']",[],0,0,0
2022-04-24 06:19:26,BusinessJeremy,"NEW VIDEO: @PaniniAmerica NFT Week-in-Review: Issue #34: Apr 10-23  https://t.co/q8y8mG477F  Let me catch you up on the challenges, pack drops, news, and top sales of the week. I also give a look into the week to come.  #PaniniNFT #Panini #NFT #NFTs #SportsCards #WhoDoYouCollect",en,"['panininft', 'panini', 'nft', 'nfts', 'sportscards', 'whodoyoucollect']",[],1,0,0
2022-04-24 06:19:25,TheRequisition,🍱 Dinner and #NFTs where are the high class 1/1 artists at?!  Post your NFT and let's get them sold!  #NFTCommunity #SOL #ETH #NFT #NFTshill,en,"['nfts', 'nftcommunity', 'sol', 'eth', 'nft', 'nftshill']",[],1,1,0
2022-04-24 06:19:24,LoftyKoala,🎉FREE #NFT GIVEAWAY🎉  To win: 1. Follow :@LoftyKoala  2. Like &amp; Retweet 3. Drop your $ETH wallet address  #nftCommunity #nftcollector #nftartist #nftart #NFTProject #NFTGiveaway #NFTs #opensea  https://t.co/EiYyoNgLOk,en,"['nft', 'nftcommunity', 'nftcollector', 'nftartist', 'nftart', 'nftproject', 'nftgiveaway', 'nfts', 'opensea']",['eth'],1,1,1
2022-04-24 06:19:21,PokerChips99,Protector and Father of all the minions in Minnia 🔥   Follow: @monzterminions ❤‍🔥   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/PuAdXljIWR,en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],0,0,0
2022-04-24 06:19:17,Mr_alienkitty8,Check out my store @Mintable Gasless store on Mintable! #NFTs #NFT #ETH #Ethereum  https://t.co/tDUlPyvTnc,en,"['nfts', 'nft', 'eth', 'ethereum']",[],1,0,0
2022-04-24 06:19:16,CryptoJason_,Abstract #NFT?  The kids Octopus came out great ! Look forward to seeing the new owner and for more support to go to @StJude  @StJudeResearch   https://t.co/wYXS21ZXm7 #NFTartwork #NFTCommunity #NFTcollections #nftcollector #OpenSeaNFT #openseanfts #NFTs #NFTshill,en,"['nft', 'nftartwork', 'nftcommunity', 'nftcollections', 'nftcollector', 'openseanft', 'openseanfts', 'nfts', 'nftshill']",[],0,0,0
2022-04-24 06:19:13,sakana24358,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/mCQlpQZ49U  #NFTs #NFTCollector #nftcommunity  https://t.co/hnbzs81H5g",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],0,0,0
2022-04-24 06:19:11,RandmFriendsNFT,the airdrop of the whitelist token will start on monday! ✨🚀🪐  let’s go frens!! 🧁👽💀🐻  discord:  https://t.co/0Y3t844AK9  #NFTCommunity #SolanaNFTs #NFTdrop #NFTs #NFT #Solana #Discord  https://t.co/c4dIeifyDr,en,"['nftcommunity', 'solananfts', 'nftdrop', 'nfts', 'nft', 'solana', 'discord']",[],4,1,0
2022-04-24 06:19:06,whackscript,Fifth in an upcoming #jazz collection. So fun seeing this come together. The One with Brass and Chrome (Digital woodcut) #NFTart #NFTartist #NFTCommunity #cryptoartist #NFT #NFTartists #NFTs   https://t.co/ZMrAOJxeLo  https://t.co/3ADDOVEAEi,en,"['jazz', 'nftart', 'nftartist', 'nftcommunity', 'cryptoartist', 'nft', 'nftartists', 'nfts']",[],3,0,0
2022-04-24 06:19:06,PokerChips99,"Fire and Ice baby! 🧊🔥   Everything changed when the Fire Nation attacked 🔥🔥🔥   That bandana looks hella amazing, Specially that OG shirt!!!!⚡   @monzterminions  #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGiveaway #ETH  https://t.co/Jh8hUPaoYX",en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgiveaway', 'eth']",[],3,0,0
2022-04-24 06:19:02,cNFThubs,Find #Cardano #NFTs of the amazing #artist @fool_proof1 at  https://t.co/x342qSRtPo  #art #nft #cnft #artist #cnftcollector #cnftcommunity @theartbankers @TheArtistAbroad @monetsociety @Turf_NFT @GiezeCorp @champmedici,en,"['cardano', 'nfts', 'artist', 'art', 'nft', 'cnft', 'artist', 'cnftcollector', 'cnftcommunity']",[],3,0,1
2022-04-24 06:19:01,DeFi_FTW,What do you prefer?  #Crypto #cryptocurrecy #nft #nfts,en,"['crypto', 'cryptocurrecy', 'nft', 'nfts']",[],3,2,1
2022-04-24 06:18:59,ClaudiuCrC,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/7I2YYmEh1e  #NFTs #NFTCollector #nftcommunity  https://t.co/hBJ7iusiSS",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],6,1,0
2022-04-24 06:18:55,TB51NFT, https://t.co/KPPxJoG2yc  #OpenSeaNFT #NFTCommunity #NFT #NFTs #nftphotography #NFTartist #NFTCollection #nftart @opensea @pentas_io #nftcollector #NFTsales,und,"['openseanft', 'nftcommunity', 'nft', 'nfts', 'nftphotography', 'nftartist', 'nftcollection', 'nftart', 'nftcollector', 'nftsales']",[],4,0,0
2022-04-24 06:18:47,PokerChips99,Baby Pizian!!🍕  I heard you like Pizza too 😉  Wanna Join 👇🏻   Follow @monzterminions   Join us on:   https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #MINIZ #MMGEMZ #ETH #NFT #NFTs #NFTCommunity  https://t.co/xYAtxqLIIu,en,"['miniz', 'mmgemz', 'eth', 'nft', 'nfts', 'nftcommunity']",[],3,0,0
2022-04-24 06:18:42,NFTwelfare,Consider following if you like/use my artwork. [][][][][][][][][][][][][][][][][][][][][][][][][][[][][][[][] #NFT #NFTCommunity #NFTs  #NFTGiveaway #NFTGiveaways #NFTartist #nftart #NFTdrops  #NFTdrop Drop your NFTs !! RT LIKE AND SHARE MY FAMsz #BTC #bitcoin #ETH  https://t.co/arlHaJuI41,en,"['nft', 'nftcommunity', 'nfts', 'nftgiveaway', 'nftgiveaways', 'nftartist', 'nftart', 'nftdrops', 'nftdrop', 'btc', 'bitcoin', 'eth']",[],3,0,0
2022-04-24 06:18:32,Crypto_Brickell,The nature of #bitcoin is such.....    That wraps up a #goodday.   All the best to #bitcoin #btc #crypto #cryptocurrency #nft #nfts enthusiasts. ✌👍🌴👋  @MO_MIAMI  https://t.co/lmT7mVGiw5,en,"['bitcoin', 'goodday', 'bitcoin', 'btc', 'crypto', 'cryptocurrency', 'nft', 'nfts']",[],2,1,0
2022-04-24 06:18:26,PokerChips99,Happy Minion 🍄   Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/6TYTnXjDXN,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],1,0,0
2022-04-24 06:18:18,OddFellowsNFT,VIP access including table and bottle service and free bottle of liquor at the Penthouse Club Baltimore. Real world and growing utility. Grab your Odd Fellow today. Link in bio.  #nft #nfts #nftart #nftcollector #nftcommunity #nftproject #nftdrop  https://t.co/b6JKWWpA0S,en,"['nft', 'nfts', 'nftart', 'nftcollector', 'nftcommunity', 'nftproject', 'nftdrop']",[],9,0,3
2022-04-24 06:18:14,Kub3l951,You can see our collection by click on the OpenSea link at the top of any  https://t.co/LJOGwHjs9n page!  All our #NFTs are HAND DRAWN by our lead #NFTArtist!  #NFT #NFTArt,en,"['nfts', 'nftartist', 'nft', 'nftart']",[],1,0,0
2022-04-24 06:18:01,PokerChips99,Baby Neon 🌈   Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/TT72dJhu56,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],4,0,0
2022-04-24 06:17:54,WayKewlio,@slipperyweisel @WRLDMind @MineNationsNFT @museoraia Very innovative. Don't see any others doing this. #ChatToEarn is a no 🧠er given how prevalent #Discord is in the #NFT space.  @WRLDMind is doing some gamechanging stuff and still VERY under the radar.  I ❤️ this because it means I'm early!  #WRLDMIND $WRLD #PhotographyNFTs #NFTs  https://t.co/50eMILYjoI,en,"['chattoearn', 'discord', 'nft', 'wrldmind', 'photographynfts', 'nfts']",['wrld'],5,1,3
2022-04-24 06:17:51,chelsea_girl_us,@OtmbgNFT Best friends forever #LuffyToken and you #whales #LuffyV2 #nfts #NFT  https://t.co/R0rLmpcWin,en,"['luffytoken', 'whales', 'luffyv2', 'nfts', 'nft']",[],0,0,0
2022-04-24 06:17:49,HandsomeAlex111,🌹 “Sometimes a change of perspective is all it takes to see the light.” — Dan Brown  👉 Check out this ALEXANDER 👇 on @opensea  https://t.co/ZVEVYkcngC #NFT #NFTs #nftcommunity #nftcollector #NFTCollection,en,"['nft', 'nfts', 'nftcommunity', 'nftcollector', 'nftcollection']",[],6,1,0
2022-04-24 06:17:41,PokerChips99,A Fun Loving Baby Minion!  Full of Life!! 🤹🏻🏄🏻🤸🏻‍♀️  Absolutely The Best Community Ever!!!! ❤‍🔥❤‍🔥❤‍🔥  Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8    #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTGame #NFTGaming #nftart  https://t.co/pKbEDrfd20,en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftgame', 'nftgaming', 'nftart']",[],5,1,0
2022-04-24 06:17:38,natrigby9,Check this out now! NFT art .. Control your own satellite! #tothemoon @DaveCoteFilm @MaykiGTI @20369  https://t.co/0DrNzx4Vnq #nft #nfts #nftProject #nftCommunity  https://t.co/mdCycXGxKM,en,"['tothemoon', 'nft', 'nfts', 'nftproject', 'nftcommunity']",[],5,1,0
2022-04-24 06:17:30,BuzokuNFT,QUEST #3 // Community Lore Vote // 10 x Whitelist   10 of the most courageous explorers will have a chance at whitelist. Continue reading to see how to enter 👇  #NFT #NFTGiveaway #NFTWhitelist #WhitelistGiveaway #NFTCommunity #NFTCollection #AnimeNFT #NFTs #NFTDrop #Anime  https://t.co/Ka8WH6RRY2,en,"['nft', 'nftgiveaway', 'nftwhitelist', 'whitelistgiveaway', 'nftcommunity', 'nftcollection', 'animenft', 'nfts', 'nftdrop', 'anime']",[],7,2,3
2022-04-24 06:17:19,SongNice2,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/s3QecdlGWO  #NFTs #NFTCollector #nftcommunity  https://t.co/ajp9qA1GuJ",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],7,0,0
2022-04-24 06:17:16,CryptoverseDr,Mythical Jungle   Check out this item on OpenSea  https://t.co/10Purndw3M via @opensea   #nfts #nft #nftcommunity #rarible #cleannft  #tezos    #cnfts #nftartist #nftart #objkt #polygon #PolygonNFT  https://t.co/8RazsZ4FGA,en,"['nfts', 'nft', 'nftcommunity', 'rarible', 'cleannft', 'tezos', 'cnfts', 'nftartist', 'nftart', 'objkt', 'polygon', 'polygonnft']",[],8,0,1
2022-04-24 06:17:10,SwagableArt,Check out this item on OpenSea  https://t.co/gXkHfTeYpO #NFT #NFTs #nftart #NFTartists #NFTartworks #NFTCommunity #nftcollectors  #NFTCollection #ETH #Ethereum #PolygonNFT #OpenSeaNFT via @opensea,en,"['nft', 'nfts', 'nftart', 'nftartists', 'nftartworks', 'nftcommunity', 'nftcollectors', 'nftcollection', 'eth', 'ethereum', 'polygonnft', 'openseanft']",[],5,0,0
2022-04-24 06:17:09,serkan37904628,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/JlcEudsjb7 Discord:  https://t.co/Jp0GSXLFN5  #NFTs #NFTCollector  https://t.co/1gLy4hfbj0",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector']",[],0,0,0
2022-04-24 06:17:06,PipiUniversel, https://t.co/W7VCXPuxgF a través de @cryptocom  Title: Un Sacco Di Calore 1/1 edition minted.  5$ US Dollars! 🧐🛒🎉  All payments accepted. Debit/Credit Card or any wallet that supports #ERC20   #Nft #Nfts #NFTCommunity #ArtisticNft #NftArt #CryptoArt #Rome #RomeNft  https://t.co/raffocSQE6,en,"['erc20', 'nft', 'nfts', 'nftcommunity', 'artisticnft', 'nftart', 'cryptoart', 'rome', 'romenft']",[],3,0,0
2022-04-24 06:17:06,artynftdrop,Who wants to buy? Price of the Hangover Drop is only 0.006 #ETH.  #NFTCommunity #NFTs #NFTGiveaway #NFT #nftcollector #NFTProject  Check out this item on OpenSea  https://t.co/bFSmbUW6W8 @opensea,en,"['eth', 'nftcommunity', 'nfts', 'nftgiveaway', 'nft', 'nftcollector', 'nftproject']",[],5,0,0
2022-04-24 06:17:02,PokerChips99,❤‍🔥@monzterminions head over to their profile and join the discord so you can learn about staking from the best team! 🔥   #MINIZ #MMGEMZ #ETH #NFT #NFTs #NFTCommumity #NFTartist #Matic #OpenSeaNFT  https://t.co/nR75SNcfOB,en,"['miniz', 'mmgemz', 'eth', 'nft', 'nfts', 'nftcommumity', 'nftartist', 'matic', 'openseanft']",[],1,0,0
2022-04-24 06:16:52,cardano_birds,#GIVEAWAY ALERT🚨!  - Like❤️&amp;  RT🔁 - Follow @cardano_birds  Our collection has just 999 nft  🏆 #NFT Toucan n: 010  (min 30 RT)  #NFTs #NFTGiveaways #NFTdrop #Cardano #CardanoADA #CNFT #NFTCommumity #CardanoCommunity #Giveaway #NFTartist #Crypto  https://t.co/mCcBFb4IEy,en,"['giveaway', 'nft', 'nfts', 'nftgiveaways', 'nftdrop', 'cardano', 'cardanoada', 'cnft', 'nftcommumity', 'cardanocommunity', 'giveaway', 'nftartist', 'crypto']",[],7,4,4
2022-04-24 06:16:39,serkan37904628,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/JlcEudsjb7  #NFTs #NFTCollector #nftcommunity  https://t.co/1gLy4hfbj0",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],3,0,0
2022-04-24 06:16:39,NFTwelfare,Consider following if you like/use my artwork. [][][][][][][][][][][][][][][][][][][][][][][][][][[][][][[][] #NFT #NFTCommunity #NFTs  #NFTGiveaway #NFTGiveaways #NFTartist #nftart #NFTdrops  #NFTdrop Drop your NFTs !! RT LIKE AND SHARE MY FAMsz #BTC #bitcoin #ETH  https://t.co/Ytu5qzKgxT,en,"['nft', 'nftcommunity', 'nfts', 'nftgiveaway', 'nftgiveaways', 'nftartist', 'nftart', 'nftdrops', 'nftdrop', 'btc', 'bitcoin', 'eth']",[],4,1,0
2022-04-24 06:16:36,LitBirdies,Spin The Wheel 📍 #NFTGiveaway  ⬇️ #NFT Entries --------------------- 🐥 Matic Birdies 🐛 Matic Worms 🟦 Indigo Squares  Retweet Your #NFTs To Enter 🎡 #art #airdrop #nftcommunity #nftcollection  https://t.co/uPADm3UI0n,en,"['nftgiveaway', 'nft', 'nfts', 'art', 'airdrop', 'nftcommunity', 'nftcollection']",[],5,1,3
2022-04-24 06:16:34,8bit_art_,Today I drew my children's drawing. They will bring me luck ❤️ #NFT #NFTS #opensea #ETH   https://t.co/O752Y67Q96,en,"['nft', 'nfts', 'opensea', 'eth']",[],3,0,0
2022-04-24 06:16:31,artynftdrop,Who wants to buy? Price of the Hangover Drop is only 0.006 #ETH.  #NFTCommunity #NFTs #NFTGiveaway #NFT #nftcollector #NFTProject  Check out this item on OpenSea  https://t.co/QzgXBZDgNf @opensea,en,"['eth', 'nftcommunity', 'nfts', 'nftgiveaway', 'nft', 'nftcollector', 'nftproject']",[],5,0,0
2022-04-24 06:16:31,Raaz_malik,@Hadi7i @communi3_io Awesome project on solana #NFT #NFTs #WLgiveaway #SolanaNFTs #Solana @Sohilgohar  @Faraz_024,en,"['nft', 'nfts', 'wlgiveaway', 'solananfts', 'solana']",[],2,0,0
2022-04-24 06:16:23,antropolik,"Here is a night work! ""Michael Schumacher The Lemon"" I hope he gets well soon! 🙏🙏🙏 #NFT #NFTCommunity #NFTs #Crypto #cryptowarning #Wallet #NFTCollection #NFTshill #opensea #openseanftart  https://t.co/zK6mrW1Y1f",en,"['nft', 'nftcommunity', 'nfts', 'crypto', 'cryptowarning', 'wallet', 'nftcollection', 'nftshill', 'opensea', 'openseanftart']",[],3,0,0
2022-04-24 06:16:15,PokerChips99,Just simple steps to be a part of our Amazingggg Community!!!! ❤‍🔥  °Follow  @monzterminions  °Join  https://t.co/THfz58wuQf  °Subscribe   https://t.co/KJLHz7gzM8  LFGGG 🔥🚀  #MINIZ #MMGEMZ #NFT #NFTs #nftart #NFTCommmunity #ETH  https://t.co/vk4FVGIiDB,en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftart', 'nftcommmunity', 'eth']",[],1,0,0
2022-04-24 06:16:10,NfTrax,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/BYHY5gR0A6  #NFTs #NFTCollector #nftcommunity  https://t.co/5GmC5Fuz9P",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],4,0,0
2022-04-24 06:16:03,CunningNFTNews,"Bitcoin, AMC, Dogecoin: What to Watch in Crypto on Tuesday - TheStreet  https://t.co/2bCvDzx1U4 #NFT #NFTs #NFTNews",en,"['nft', 'nfts', 'nftnews']",[],1,0,0
2022-04-24 06:15:57,ninjabearsNFT,#NFTs #NFTCommunity #NFT #NFTdrop,und,"['nfts', 'nftcommunity', 'nft', 'nftdrop']",[],4,1,2
2022-04-24 06:15:53,PokerChips99,Baby Neon 🌈   Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/EbU57nNxhq,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],5,1,0
2022-04-24 06:15:42,PandaPooSOL,Look at the worm hehe #NFT #SolanaNFTs #Solana #Nfts  https://t.co/fsPjEkiPkr,en,"['nft', 'solananfts', 'solana', 'nfts']",[],4,1,0
2022-04-24 06:15:42,LevatskayaN,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/eZc1x3rnIi  #NFTs #NFTCollector #nftcommunity  https://t.co/Wwvkv0X7Ib",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],8,2,0
2022-04-24 06:15:33,nftartist13281,"Every champion was once a contender that didn’t give up.#NFTshill,#NFT,#NFTProject,#nftmarketplace,#Metaverse,#OpenSeaNFT,#nftcommunity,#nftcollector, #PolygonNft,#nfts,  https://t.co/bdphDslFDs",en,"['nftshill', 'nft', 'nftproject', 'nftmarketplace', 'metaverse', 'openseanft', 'nftcommunity', 'nftcollector', 'polygonnft', 'nfts']",[],7,1,1
2022-04-24 06:15:28,TheCannaManNFT,"I use both hand made, and professional equipment.   Creating art is not about the how, but the why!  💰💸🚀🤯   #NFTdrop #NFT #NFTs #NFTCommunity #NFTArt #NFTArtist #ETH #NFTNews #CryptoNews #Polygon #PolygonNFT  https://t.co/P0B7k2CygU",en,"['nftdrop', 'nft', 'nfts', 'nftcommunity', 'nftart', 'nftartist', 'eth', 'nftnews', 'cryptonews', 'polygon', 'polygonnft']",[],6,2,0
2022-04-24 06:15:26,HYPEPULSENFT,SMEAR W3 MUSEUM 1/1  https://t.co/pI57WzxyBH  #nft #NFTs #nftart #nftcollectors #nftcollector #NFTCommunity #openseanfts #cryptoart #NFTartist #NFT #NFTcollectibles #NFTcollections #cryptoart  https://t.co/uDJ4iG1Gjh,en,"['nft', 'nfts', 'nftart', 'nftcollectors', 'nftcollector', 'nftcommunity', 'openseanfts', 'cryptoart', 'nftartist', 'nft', 'nftcollectibles', 'nftcollections', 'cryptoart']",[],5,0,0
2022-04-24 06:15:24,TheNFTUnicorn,Why does Ethereum have an intrinsic value?    https://t.co/T8kJQfHROX  #NFTNews #TheNFTUnicorn #NFTs #NFT #NFTdrop #NFTCommunity,en,"['nftnews', 'thenftunicorn', 'nfts', 'nft', 'nftdrop', 'nftcommunity']",[],4,0,0
2022-04-24 06:15:23,artynftdrop,Who wants to buy? Price of the Hangover Drop is only 0.006 #ETH.  #NFTCommunity #NFTs #NFTGiveaway #NFT #nftcollector #NFTProject  Check out this item on OpenSea  https://t.co/m5dNLO6JyV @opensea,en,"['eth', 'nftcommunity', 'nfts', 'nftgiveaway', 'nft', 'nftcollector', 'nftproject']",[],6,1,0
2022-04-24 06:15:20,crypt_otaku1,Erelah #8🔥Available on @opensea✨ Polygon ✨ DON’T BE LATE❤️   https://t.co/6saEn6nHSJ  #NFTs #NFTartist #nftcollector #NFTdrops  #PolygonNFT #nftart #nftcollectors  #NFTJapan #nftcommunity #NFT #NFTdrop #NFTCommunity #animegirl #anime #AnimeNFT #nftjpn #NFTTHAILAND #nftusa  https://t.co/49E9efpnQs,en,"['nfts', 'nftartist', 'nftcollector', 'nftdrops', 'polygonnft', 'nftart', 'nftcollectors', 'nftjapan', 'nftcommunity', 'nft', 'nftdrop', 'nftcommunity', 'animegirl', 'anime', 'animenft', 'nftjpn', 'nftthailand', 'nftusa']",[],5,2,0
2022-04-24 06:15:18,PokerChips99,This minion keeps track of good deeds 🤓  Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTGame #NFTGaming #nftart  https://t.co/Um41orVSDy,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftgame', 'nftgaming', 'nftart']",[],2,0,0
2022-04-24 06:15:10,PokerChips99,Baby Ninian ⚡   @monzterminions you guys have done an amazing job with the designs! Honestly each and every #MINIZ look flawless!   Join us on:  https://t.co/THfz58wuQf  Also Subscribe this Channel:  https://t.co/KJLHz7gzM8  Best #NFTCommunity ever!  #MMGEMZ #NFT #NFTs #nftart  https://t.co/MOx6Y1mOtD,en,"['miniz', 'nftcommunity', 'mmgemz', 'nft', 'nfts', 'nftart']",[],3,0,0
