date,username,tweet,language,hashtags,cashtags,nlikes,nreplies,nretweets
2022-04-24 06:11:20,crypt_alchemist,Check out my NFT listing on OpenSea!  @rarible  @niftygateway   #nft #NFTshill #nfts #nftphotography #NFTCollection #nftcollector #NFTCommunity #nftart  #NFTGiveaway  #NFTProject #nftphotography #NFTMint #NFTMarketplace #nftmagazine   #NFTWorlds  https://t.co/niFks0LqE6,en,"['nft', 'nftshill', 'nfts', 'nftphotography', 'nftcollection', 'nftcollector', 'nftcommunity', 'nftart', 'nftgiveaway', 'nftproject', 'nftphotography', 'nftmint', 'nftmarketplace', 'nftmagazine', 'nftworlds']",[],7,1,0
2022-04-24 06:11:15,LFGorNOT,0x Protocol's Token Surges Over 47% After Coinbase NFT partnership  https://t.co/mLd0Hxu0zV via @coindesk #nftnews #NFTCollectors #NFT #NFTs #NFTart,en,"['nftnews', 'nftcollectors', 'nft', 'nfts', 'nftart']",[],3,1,0
2022-04-24 06:11:14,Bemiwo_,@helixmeta_ Top nft community with massive potential @_Errrgh  @araoluwaa_  @cushbabel   $HLM #nfts #cryptocurrency #HelixMeta  #crypto #nftairdrop #nft #Airdrops,en,"['nfts', 'cryptocurrency', 'helixmeta', 'crypto', 'nftairdrop', 'nft', 'airdrops']",['hlm'],2,1,0
2022-04-24 06:11:12,PokerChips99,Baby Ninian ⚡   @monzterminions you guys have done an amazing job with the designs! Honestly each and every #MINIZ look flawless!   Join us on:  https://t.co/THfz58wuQf  Also Subscribe this Channel:  https://t.co/KJLHz7gzM8  Best #NFTCommunity ever!  #MMGEMZ #NFT #NFTs #nftart  https://t.co/FrSxfYgK96,en,"['miniz', 'nftcommunity', 'mmgemz', 'nft', 'nfts', 'nftart']",[],5,1,0
2022-04-24 06:11:04,CuruAmazonNFT,"If you were waiting for a serious and purposeful #layerzero #NFT project that is about to take off, you landed at the right place! 💫   From the woods to the world! #NFTs  #OmnichainNFT",en,"['layerzero', 'nft', 'nfts', 'omnichainnft']",[],8,2,1
2022-04-24 06:11:02,GracesNFTs,#nftCommunity  #nftartist #nftart #NFTProject #NFTGiveaway #NFTs #NFT,und,"['nftcommunity', 'nftartist', 'nftart', 'nftproject', 'nftgiveaway', 'nfts', 'nft']",[],13,2,1
2022-04-24 06:11:02,Web3Pioneer,Love to see what’s happening with the @chain_runners some big 🧹 today.  Can’t wait for the to see what the partnership with nifty island evolves into! Also partnering with @storyverse_xyz and the XR runners being dropped to holders has me super bullish #NFT #ChainRunners #nfts,en,"['nft', 'chainrunners', 'nfts']",[],7,2,2
2022-04-24 06:10:55,EKinesthetics,"Imagine a kinetic shock wave, like little ghosts towards infinity Now listing on OpenSea  https://t.co/aDHNY4aTMH via @opensea   #alfa #NFTs #NFT #NFTCommunity #nftart #OpenSeaNFT  #OpenSea #Metaverse #Ethereum #NFTCollection #NFTGiveaway #NFTdrop #NFTLaunch #opart #specialedition",en,"['alfa', 'nfts', 'nft', 'nftcommunity', 'nftart', 'openseanft', 'opensea', 'metaverse', 'ethereum', 'nftcollection', 'nftgiveaway', 'nftdrop', 'nftlaunch', 'opart', 'specialedition']",[],17,3,1
2022-04-24 06:10:55,Bartustuntas,Participate in fightoftheages #NFT Giveaways Competition by @Dct_Capital  https://t.co/kqpqXgg8P1 #DCT #DCTCapital #NFTs #FOTA #P2E  @Bojikann  @KenanKaraer16  @VitaminB_24,en,"['nft', 'dct', 'dctcapital', 'nfts', 'fota', 'p2e']",[],4,2,1
2022-04-24 06:10:48,BettaBattlers,"We have released our Suite series Bettas, starting with #1111 on Opensea. All 9 Suite Series are up for offers only. #nftcommunity #NFTCollection #NFT #nfts #nftproject #nftcollectors #PolygonNFT #polygon #opensea #OpenSeaPolygon #NFTshill #NFTpromotion #nftpromo #NFTartist  https://t.co/xygy8Xh9mX",en,"['nftcommunity', 'nftcollection', 'nft', 'nfts', 'nftproject', 'nftcollectors', 'polygonnft', 'polygon', 'opensea', 'openseapolygon', 'nftshill', 'nftpromotion', 'nftpromo', 'nftartist']",[],12,1,0
2022-04-24 06:10:35,NFTwelfare,Consider following if you like/use my artwork. [][][][][][][][][][][][][][][][][][][][][][][][][][[][][][[][] #NFT #NFTCommunity #NFTs  #NFTGiveaway #NFTGiveaways #NFTartist #nftart #NFTdrops  #NFTdrop Drop your NFTs !! RT LIKE AND SHARE MY FAMsz #BTC #bitcoin #ETH  https://t.co/J4Uu7Rq7Oi,en,"['nft', 'nftcommunity', 'nfts', 'nftgiveaway', 'nftgiveaways', 'nftartist', 'nftart', 'nftdrops', 'nftdrop', 'btc', 'bitcoin', 'eth']",[],11,0,0
2022-04-24 06:10:23,MoonManDavid,Got worms? #bubblegumgang @ZombieApesNFT #zombietakeover #ZombieApes #nft #nfts #NFTCommunity  https://t.co/9if0i25pd3,en,"['bubblegumgang', 'zombietakeover', 'zombieapes', 'nft', 'nfts', 'nftcommunity']",[],9,0,0
2022-04-24 06:10:23,societyblogger,#NFT #NFTS #NFTCommunity #NFTsCommunity #NFT_COLLECTOR #NFT_COLLECTION #NFT_PROMOTER  #Crypto #ETH  #opensea  https://t.co/sgB3hHPCCq,und,"['nft', 'nfts', 'nftcommunity', 'nftscommunity', 'nft_collector', 'nft_collection', 'nft_promoter', 'crypto', 'eth', 'opensea']",[],8,1,0
2022-04-24 06:10:23,PierreBalian,I wonder how all the #BoredApe paperhanders feel when they see where @BoredApeYC has come thus far.   #NFTCommunity #nfts #nft #bayc,en,"['boredape', 'nftcommunity', 'nfts', 'nft', 'bayc']",[],12,0,0
2022-04-24 06:10:17,PokerChips99,A Fun Loving Baby Minion!  Full of Life!! 🤹🏻🏄🏻🤸🏻‍♀️  Absolutely The Best Community Ever!!!! ❤‍🔥❤‍🔥❤‍🔥  Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8    #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTGame #NFTGaming #nftart  https://t.co/Ezn8ahTVTv,en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftgame', 'nftgaming', 'nftart']",[],10,1,0
2022-04-24 06:10:16,rainbowtiger01,@Tripsters   このプロジェクトですが、BAYCを4体Giveawayするらしいじゃないですか。。  なんか規模もすごそうだな。。  DYOR DYOR  #NFT #NFTs #tripsters #BAYC  https://t.co/q5ZLXOouB5,ja,"['nft', 'nfts', 'tripsters', 'bayc']",[],4,0,0
2022-04-24 06:10:10,PipiUniversel, https://t.co/rtrLm4ZZN7 a través de @cryptocom  Title: Fútbol 1/1 edition minted.  5$ US Dollars! 🧐🛒🎉  All payments accepted. Debit/Credit Card or any wallet that supports #ERC20   #Nft #Nfts #NFTCommunity #ArtisticNft #NftArt #CryptoArt  https://t.co/4qHYGKHIwC,ca,"['erc20', 'nft', 'nfts', 'nftcommunity', 'artisticnft', 'nftart', 'cryptoart']",[],8,0,0
2022-04-24 06:10:10,shinpei0810,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/W1iEv3lPer  #NFTs #NFTCollector #nftcommunity  https://t.co/ujQxagjkp5",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],8,1,0
2022-04-24 06:10:08,NFTPixelWarrior,New Drop  Price : 10 ETH. You can make offer  https://t.co/Vufw9UqTTv  #NFTs #NFTCommunity #ETH #NFTProject #NFT #NFTdrops #Metaverse #NFTCollection #OpenSeaNFT #NFTcollectibles @elonmusk  https://t.co/np4LnWrqQp,en,"['nfts', 'nftcommunity', 'eth', 'nftproject', 'nft', 'nftdrops', 'metaverse', 'nftcollection', 'openseanft', 'nftcollectibles']",[],8,1,0
2022-04-24 06:10:01,SkyTheGuyNFTs,"Special art from @SkyTheGuyNFTs to @DeGodsNFT   Hopefully I can get one someday.😔  Hope you like the art @DeGodsNFT   Comment @DeGodsNFT in the comments, lets get them to see this!💭😀  #NFT #NFTCommunity #NFTs #NFTProject #nftart #Solana #SOL #SolanaNFT #NFTdrop #DeGods  https://t.co/3fpRzlok4s",en,"['nft', 'nftcommunity', 'nfts', 'nftproject', 'nftart', 'solana', 'sol', 'solananft', 'nftdrop', 'degods']",[],10,2,1
2022-04-24 06:09:47,PokerChips99,Baby Pizian!!🍕  I heard you like Pizza too 😉  Wanna Join 👇🏻   Follow @monzterminions   Join us on:   https://t.co/THfz58OE4n  Subscribe:  https://t.co/KJLHz7gzM8   #MINIZ #MMGEMZ #ETH #NFT #NFTs #NFTCommunity  https://t.co/oIssohnXLN,en,"['miniz', 'mmgemz', 'eth', 'nft', 'nfts', 'nftcommunity']",[],3,0,0
2022-04-24 06:09:45,TB51NFT, https://t.co/QQ7o9dgD6L  #OpenSeaNFT #NFTCommunity #NFT #NFTs #nftphotography #NFTartist #NFTCollection #nftart @opensea @pentas_io #nftcollector #NFTsales,und,"['openseanft', 'nftcommunity', 'nft', 'nfts', 'nftphotography', 'nftartist', 'nftcollection', 'nftart', 'nftcollector', 'nftsales']",[],8,0,1
2022-04-24 06:09:42,artproject_nft,Best fever 🤒 🤑  Like and RT if u agree🖖🏻  __________________________________ #NFTs #NFTCommunity #NFTGiveaway #NFT #NFTartist #NFTGame #NFTdrop #NFTProject #BitcoinButton #BabyDoge #BITCOIN #ETH #BabyDogeCoin #cryptocurrency #love #ElonMusk #art  https://t.co/ukOEi2JgyR,en,"['nfts', 'nftcommunity', 'nftgiveaway', 'nft', 'nftartist', 'nftgame', 'nftdrop', 'nftproject', 'bitcoinbutton', 'babydoge', 'bitcoin', 'eth', 'babydogecoin', 'cryptocurrency', 'love', 'elonmusk', 'art']",[],8,3,0
2022-04-24 06:09:25,PokerChips99,Happy Minion 🍄   Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/cbARbV8dIh,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],8,1,0
2022-04-24 06:09:22,G3u11511,Lucky ladybugs Everyone is happy Check out this account on OpenSea  https://t.co/MAPjGYyZGv @openseaから #opensea #NFT #NFTs #NFTCommunity #NET #Polygon  https://t.co/7RjJr7lo2b,en,"['opensea', 'nft', 'nfts', 'nftcommunity', 'net', 'polygon']",[],9,1,0
2022-04-24 06:09:20,SoftAnvil,Thank you 🙏 @Lena_Jacob_art Holy Moly! This was a hell of a boom! You guys are awesome keep up the masterpieces little Picasso! #nft #nfts #NFTCommunity  https://t.co/pFQYjmnUAo,en,"['nft', 'nfts', 'nftcommunity']",[],16,7,0
2022-04-24 06:09:11,FunkyRobotNFT,Funky Robot #4811; Specs: Ion: Potassium; Posterior Head: Model #008; Anterior Head: Model #033; Optical Sensor: Type #037; Audio Device: Build #029; Antenna: Variant #076; #NFT #NFTCommunity #NFTs #nftart #NFTartist #NFTdrop #cryptoart #nftcollector #NFTartists #NFTcollectibles  https://t.co/dOPEvV0tlX,en,"['nft', 'nftcommunity', 'nfts', 'nftart', 'nftartist', 'nftdrop', 'cryptoart', 'nftcollector', 'nftartists', 'nftcollectibles']",[],10,1,0
2022-04-24 06:09:07,TB51NFT, https://t.co/DILPBpsJg5  #OpenSeaNFT #NFTCommunity #NFT #NFTs #nftphotography #NFTartist #NFTCollection #nftart @opensea @pentas_io #nftcollector #NFTsales,und,"['openseanft', 'nftcommunity', 'nft', 'nfts', 'nftphotography', 'nftartist', 'nftcollection', 'nftart', 'nftcollector', 'nftsales']",[],10,1,1
2022-04-24 06:09:02,metafluencer,@ZakalataMarie We love them all 🥰   #NFT #NFTs #MetaFluencer,en,"['nft', 'nfts', 'metafluencer']",[],3,1,0
2022-04-24 06:09:01,PokerChips99,Protector and Father of all the minions in Minnia 🔥   Follow: @monzterminions ❤‍🔥   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/0tbwJlHSY7,en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],9,1,0
2022-04-24 06:09:01,aac73,"Congrats to the Utah Jazz for launching the second phase of its original #NFT collection with membership in the Jazz XR Cub Club. Foley advised the franchise in this launch, as well one last fall. Click below to learn more about both. #FoleyNFT #NFTs  https://t.co/qMvAOShHCx",en,"['nft', 'foleynft', 'nfts']",[],4,1,0
2022-04-24 06:09:00,0nft01,Is happiness far away? #NFTs #NFTCommunity #NFTGiveaway #NFT #OpenSeaNFT #NFTCollection #NFTGiveaways #Metaverse #NFTdrop #nftcollector #NFTCommumity #NFTdrop #NFTGame,en,"['nfts', 'nftcommunity', 'nftgiveaway', 'nft', 'openseanft', 'nftcollection', 'nftgiveaways', 'metaverse', 'nftdrop', 'nftcollector', 'nftcommumity', 'nftdrop', 'nftgame']",[],7,0,0
2022-04-24 06:08:51,ax_co_,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/Hlf6oXoXpC  #NFTs #NFTCollector #nftcommunity  https://t.co/mqOQYpFAky",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],7,0,0
2022-04-24 06:08:46,favoritemotiva7,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/decXPSt0Lw  #NFTs #NFTCollector #nftcommunity  https://t.co/zaxUYUMepX",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],7,0,0
2022-04-24 06:08:41,PokerChips99,This minion keeps track of good deeds 🤓  Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTGame #NFTGaming #nftart  https://t.co/9kRGT7Az15,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftgame', 'nftgaming', 'nftart']",[],6,0,0
2022-04-24 06:08:40,TransientsNFT,"Transients have forgotten where they live.  If you are seeing this, you are early. #NFT #NFTs #NFTcommunity #NFTdrop  https://t.co/5MdrZ1prdP",en,"['nft', 'nfts', 'nftcommunity', 'nftdrop']",[],9,0,0
2022-04-24 06:08:33,peepswagmi,So we heard people like membership tokens? 👀  #PeepsInsider #NFT #NFTs  https://t.co/64zyhJVcPY,en,"['peepsinsider', 'nft', 'nfts']",[],5,0,2
2022-04-24 06:08:31,Jopf_NFT,Good night #nftcollector ! For me it was a great Day!  Im happy that one of the noble of truth statue find a noble buyer 😊  Do you want a noble?  https://t.co/LKqYPBCPP3  #NFT #NFTsales #NFTs #NFTSold #NFTProject #NFTcollections #nftforsale #nftlover,en,"['nftcollector', 'nft', 'nftsales', 'nfts', 'nftsold', 'nftproject', 'nftcollections', 'nftforsale', 'nftlover']",[],6,0,0
2022-04-24 06:08:24,PokerChips99,Coconut and Chill 🥥🍹   Chilling and having Cocktail 🍸  Wanna Join??? 👇🏻   Follow @monzterminions   Join us on:   https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #MINIZ #MMGEMZ #ETH #NFT #NFTs #NFTCommunity  https://t.co/gXxZlPK2UV,en,"['miniz', 'mmgemz', 'eth', 'nft', 'nfts', 'nftcommunity']",[],6,0,0
2022-04-24 06:08:24,RAMAL1515,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/00vnAXraCi  #NFTs #NFTCollector #nftcommunity  https://t.co/2P38FmVPBs",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],9,0,0
2022-04-24 06:08:22,TB51NFT, https://t.co/pDdJU1SN8o  #OpenSeaNFT #NFTCommunity #NFT #NFTs #nftphotography #NFTartist #NFTCollection #nftart @opensea @pentas_io #nftcollector #NFTsales,und,"['openseanft', 'nftcommunity', 'nft', 'nfts', 'nftphotography', 'nftartist', 'nftcollection', 'nftart', 'nftcollector', 'nftsales']",[],5,0,0
2022-04-24 06:08:21,N_SMILE___,Drop your unsold #NFT 🚀  Lets make it sell 😳  #NFTCollection #NFTs #Cardano #NFTartist #NFTGiveaway #BabyDoge #NFTCommmunity #ETH #NFTdrop #NFTGame #nftcollector #Cryptos #cryptocurrency,en,"['nft', 'nftcollection', 'nfts', 'cardano', 'nftartist', 'nftgiveaway', 'babydoge', 'nftcommmunity', 'eth', 'nftdrop', 'nftgame', 'nftcollector', 'cryptos', 'cryptocurrency']",[],11,5,2
2022-04-24 06:08:20,zDprJYbZZwZVNtD,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/fS45OX18sf  #NFTs #NFTCollector #nftcommunity  https://t.co/5LvRmJNUIv",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],9,0,0
2022-04-24 06:08:19,3DSpaceNFT,New planet generated procedurally ! #nftcollector #NFT #NFTs #3DSpaceNFT  https://t.co/PdtnG64Qhe,en,"['nftcollector', 'nft', 'nfts', '3dspacenft']",[],5,0,0
2022-04-24 06:08:01,KingKota69,@MeMine321 This entire thing is gonna blow up once the match is lit..🔥 Hope everyone has their bags ready! 👀 #Saitoki #SaitokiArmy #P2E #NFT #NFTs #NFTCommunity  https://t.co/Sr32Gk6fux,en,"['saitoki', 'saitokiarmy', 'p2e', 'nft', 'nfts', 'nftcommunity']",[],6,0,0
2022-04-24 06:08:00,PokerChips99,Baby Neon 🌈   Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGame #NFTGaming #nftart  https://t.co/6FbW1iXrAF,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgame', 'nftgaming', 'nftart']",[],7,0,0
2022-04-24 06:07:51,RJHT0312,"👉I just joined the whitelist for #BlueZillApeClub!  🔥Go and enter for a chance to join the exclusive, #NFT group for #BlueZIlla loaded with top-shelf membership perks!  TG:  https://t.co/LQZW1av8ZZ  #NFTs #NFTCollector #nftcommunity  https://t.co/n3i8qNUv3a",en,"['bluezillapeclub', 'nft', 'bluezilla', 'nfts', 'nftcollector', 'nftcommunity']",[],9,0,0
2022-04-24 06:07:51,uninikn,"Etlown 🌇 Relased on Rarible  https://t.co/0RiLdQUf7O Hi, Please support my work to motivate me for new works. Thank you  @elonmusk @rarible #rarible #NFT #NFTs #NFTartwork #NFTartists #nftcollector #NFTCommunity #NFTdrop #nftart #NFTProject #art #Artists #cryptocurrency #ElonMusk  https://t.co/4AUtDxxhh2",en,"['rarible', 'nft', 'nfts', 'nftartwork', 'nftartists', 'nftcollector', 'nftcommunity', 'nftdrop', 'nftart', 'nftproject', 'art', 'artists', 'cryptocurrency', 'elonmusk']",[],12,1,0
2022-04-24 06:07:48,PipiUniversel, https://t.co/o97rtL1ggZ a través de @cryptocom  Title: Fluo 1/1 edition minted.  5$ US Dollars! 🧐🛒🎉  All payments accepted. Debit/Credit Card or any wallet that supports #ERC20   #Nft #Nfts #NFTCommunity #ArtisticNft #NftArt #CryptoArt #Fluo #FluoNft #CollageDigital  https://t.co/fCbvsGHLaN,ca,"['erc20', 'nft', 'nfts', 'nftcommunity', 'artisticnft', 'nftart', 'cryptoart', 'fluo', 'fluonft', 'collagedigital']",[],8,0,0
2022-04-24 06:07:46,PokerChips99,"Fire and Ice baby! 🧊🔥   Everything changed when the Fire Nation attacked 🔥🔥🔥   That bandana looks hella amazing, Specially that OG shirt!!!!⚡   @monzterminions  #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTCollection #NFTGiveaway #ETH  https://t.co/GlmIcMWQtj",en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftcollection', 'nftgiveaway', 'eth']",[],8,0,0
2022-04-24 06:07:39,NFTwelfare,Consider following if you like/use my artwork. [][][][][][][][][][][][][][][][][][][][][][][][][][[][][][[][] #NFT #NFTCommunity #NFTs  #NFTGiveaway #NFTGiveaways #NFTartist #nftart #NFTdrops  #NFTdrop Drop your NFTs !! RT LIKE AND SHARE MY FAMsz #BTC #bitcoin #ETH  https://t.co/a0hFBPccgF,en,"['nft', 'nftcommunity', 'nfts', 'nftgiveaway', 'nftgiveaways', 'nftartist', 'nftart', 'nftdrops', 'nftdrop', 'btc', 'bitcoin', 'eth']",[],10,2,1
2022-04-24 06:07:34,BubblesDAO,Introducing our Custom Lottery System! 🎟️  Each day you'll be able to claim a Lottery ticket on Discord. 5 lucky winners will receive a Bubble Buddy NFT! 🌈  Tap into Discord everyday to maximize your chances:  https://t.co/lYpokyQ9at  #NFT #NFTs #NFTCommunity #NFTGiveaway #NFTArt  https://t.co/KaNUIqZSsq,en,"['nft', 'nfts', 'nftcommunity', 'nftgiveaway', 'nftart']",[],9,2,1
2022-04-24 06:07:31,RWezenaar,"⚡ Rare Artwork ⚡  ⚡⚡ ""Q Boy Electric"" ⚡⚡  Who will give this gem a new home? 👀 ➡ 50% of sales will go back into the #NFTCommunity  👇 click 👇  https://t.co/clg9SUkppr #artwork #NFT #NFTart #LGBTQ #nftcollector #cryptoartist #NFTs #wezenaar #rickwezenaar  https://t.co/OKEJvCvwkT",en,"['nftcommunity', 'artwork', 'nft', 'nftart', 'lgbtq', 'nftcollector', 'cryptoartist', 'nfts', 'wezenaar', 'rickwezenaar']",[],7,1,0
2022-04-24 06:07:27,ChibiizX,interact with this tweet for a whitelist spot #nft #nfts #chibi #anime  https://t.co/dww5pZDMjB,en,"['nft', 'nfts', 'chibi', 'anime']",[],4,1,0
2022-04-24 06:07:26,Animalverse_NFT,Hallow!!!  Lady &amp; Gentleman   Are you ready with underwater project?  Collection: Animalverse Dancing Underwater 10K Coming with Smart contract on ERC-721  Our Roadmap &amp; Holder benefit  https://t.co/FRifISZF7m  #NFT #NFTs #NFTCommunity #NFTGiveaway #NFTMarketplace #Animalverse  https://t.co/u5lyzrjSjn,en,"['nft', 'nfts', 'nftcommunity', 'nftgiveaway', 'nftmarketplace', 'animalverse']",[],10,2,1
2022-04-24 06:07:22,PokerChips99,This minion keeps track of good deeds 🤓  Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:  https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #Sandbox #P2E #game is in Development.   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTGame #NFTGaming #nftart  https://t.co/Z8HOLU8xki,en,"['sandbox', 'p2e', 'game', 'miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftgame', 'nftgaming', 'nftart']",[],5,2,0
2022-04-24 06:07:22,NFTwelfare,Consider following if you like/use my artwork. [][][][][][][][][][][][][][][][][][][][][][][][][][[][][][[][] #NFT #NFTCommunity #NFTs  #NFTGiveaway #NFTGiveaways #NFTartist #nftart #NFTdrops  #NFTdrop Drop your NFTs !! RT LIKE AND SHARE MY FAMsz #BTC #bitcoin #ETH  https://t.co/iF5Yq2sWrp,en,"['nft', 'nftcommunity', 'nfts', 'nftgiveaway', 'nftgiveaways', 'nftartist', 'nftart', 'nftdrops', 'nftdrop', 'btc', 'bitcoin', 'eth']",[],6,2,0
2022-04-24 06:07:02,PunkDoodlesNFT,"Punk Doodles, with the colors of Doodles and the style of CryptoPunks 🎭   https://t.co/bbrwyhypua  NFT collection by  https://t.co/jykH9QUFeX 💚  #NFT #NFTs #CryptoPunks #PunkDoodles #PunkDoodles #NFTfamily #NFTcommunity #familyNFTs  https://t.co/gP8fdlq2IC",en,"['nft', 'nfts', 'cryptopunks', 'punkdoodles', 'punkdoodles', 'nftfamily', 'nftcommunity', 'familynfts']",[],7,2,1
2022-04-24 06:07:00,PokerChips99,Earth Minion with the rare Crystal traits and Jungle Cave background!!! 🏞  Best Community Ever!!! ❤‍🔥🔥   Follow: @monzterminions   Join:   https://t.co/THfz58wuQf  Subscribe:  https://t.co/KJLHz7gzM8   #MINIZ #MMGEMZ #NFT #NFTs #NFTCommunity #NFTGame #NFTGaming #nftart  https://t.co/tWLgz7MmUx,en,"['miniz', 'mmgemz', 'nft', 'nfts', 'nftcommunity', 'nftgame', 'nftgaming', 'nftart']",[],6,0,0
2022-04-24 06:07:00,BABCCT,"🐵BABC🐵 10,000 unique Bored Apes is already available!!!  🤩🤩  🏷 FP: 0.02 - 0.035 ETH (🔷 POLYGON) ⛽ No Gas Fee #shill #tezos #nfts #tezosnft #CleanNFT #Tez  #foundation #opensea #nft #BABC #BAYC   Discord:  https://t.co/r4HmqRRPmf   https://t.co/0hHc62wh71  https://t.co/XrzO7qQdgl",en,"['shill', 'tezos', 'nfts', 'tezosnft', 'cleannft', 'tez', 'foundation', 'opensea', 'nft', 'babc', 'bayc']",[],6,0,2
2022-04-24 06:06:49,IknowiKnowi,Sharing and sharing again until this #NFT is sold because this #NFTs is dope. You can check from @opensea . #NFTCommunity #nftart #nftcollector #NFT #NFTCollection #NFTdrop #NFTartist . Please retweet and comment.  Link: https://t.co/Q6WGKqkyjc  https://t.co/1JdtZwYkhc,en,"['nft', 'nfts', 'nftcommunity', 'nftart', 'nftcollector', 'nft', 'nftcollection', 'nftdrop', 'nftartist']",[],5,0,0
2022-04-24 06:06:39,Theta_NFT_BOT,🟢 Michelle Whitedove TBILL Sticker has been bought for 38 TFUEL ( 6$ ) #Opentheta  #ThetaLands #Theta #OpenTheta #crypto #THETA #TFUEL $TFUEL $THETA #NFTs #NFT #NFTcollector #NFTcommunity #TDROP $TDROP #Metaverse #ThetaVerse  https://t.co/W1NtUuqXkT,en,"['opentheta', 'thetalands', 'theta', 'opentheta', 'crypto', 'theta', 'tfuel', 'nfts', 'nft', 'nftcollector', 'nftcommunity', 'tdrop', 'metaverse', 'thetaverse']","['tfuel', 'theta', 'tdrop']",6,0,0
2022-04-24 06:06:24,SpookyDude1111,"⛩️ “Always render more and better service than is expected of you, no matter what your task may be.” — Og Mandino  🔥 Check out this SPOOKY 👇 on @opensea  https://t.co/IZUBNCnYEo #NFT #NFTs #nftcommunity #nftcollector #NFTCollection",en,"['nft', 'nfts', 'nftcommunity', 'nftcollector', 'nftcollection']",[],5,0,0
2022-04-24 06:06:20,Crypto_326,"STEPN53日目🏃🏼‍♀️☁️  💎Lv.27(Unco)Runner ⚡️体力消費-10 👟耐久値-14 🪙+122.55 💸約81,311円  GSTよ🥹 きみのせいでお休みが設けれないよ🥹 社畜じゃん🥹  #STEPN #stepn #NFT #NFTs #NFTCommunity #NFTCollection  https://t.co/jLe6xBWfWN",ja,"['stepn', 'stepn', 'nft', 'nfts', 'nftcommunity', 'nftcollection']",[],8,0,0
